service_id,booking_id,hotel_id,employee_id,service_name,service_date,quantity,unit_price,total_price
SER000631,BOOK002322,HOT0068,EMP00139,Room Cleaning,2025-11-24,1,250,250
SER000632,BOOK001844,HOT0230,EMP00384,Dinner,2026-02-06,2,750,1500
SER000633,BOOK002207,HOT0110,EMP00688,Laundry,2026-04-20,4,500,2000
SER000634,BOOK002819,HOT0049,EMP00284,Lunch,2024-10-25,4,1000,4000
SER000635,BOOK004117,HOT0197,EMP00757,Room Cleaning,2025-10-08,1,1000,1000
SER000636,BOOK000811,HOT0246,EMP00580,Laundry,2024-11-04,3,1500,4500
SER000637,BOOK000088,HOT0022,EMP00782,Breakfast,2024-10-09,3,750,2250
SER000638,BOOK003199,HOT0076,EMP00203,Breakfast,2024-10-25,4,1000,4000
SER000639,BOOK003527,HOT0050,EMP00462,Spa,2025-04-12,1,750,750
SER000640,BOOK003189,HOT0219,EMP00319,Breakfast,2026-08-16,1,2000,2000
SER000641,BOOK001416,HOT0083,EMP00043,Mini Bar,2026-01-10,3,750,2250
SER000642,BOOK004566,HOT0095,EMP00031,Spa,2025-12-28,4,2000,8000
SER000643,BOOK004681,HOT0193,EMP00486,Mini Bar,2025-04-06,4,500,2000
SER000644,BOOK003757,HOT0215,EMP00497,Lunch,2024-11-05,4,750,3000
SER000645,BOOK001613,HOT0076,EMP00354,Spa,2026-01-04,4,250,1000
SER000646,BOOK004235,HOT0171,EMP00135,Mini Bar,2026-06-27,1,750,750
SER000647,BOOK002022,HOT0023,EMP00156,Lunch,2025-04-07,4,750,3000
SER000648,BOOK003575,HOT0108,EMP00375,Room Cleaning,2026-08-20,2,750,1500
SER000649,BOOK001726,HOT0058,EMP00664,Breakfast,2024-09-27,2,1000,2000
SER000650,BOOK001590,HOT0135,EMP00459,Dinner,2024-12-12,1,750,750
SER000651,BOOK001367,HOT0069,EMP00620,Mini Bar,2025-06-17,2,1000,2000
SER000652,BOOK004896,HOT0044,EMP00310,Gym,2025-01-31,4,2000,8000
SER000653,BOOK000902,HOT0057,EMP00603,Room Cleaning,2025-08-11,2,500,1000
SER000654,BOOK001381,HOT0138,EMP00576,Gym,2026-06-05,4,250,1000
SER000655,BOOK000574,HOT0145,EMP00748,Mini Bar,2026-04-24,4,250,1000
SER000656,BOOK003508,HOT0145,EMP00187,Mini Bar,2026-08-06,3,2000,6000
SER000657,BOOK003272,HOT0170,EMP00069,Laundry,2026-08-26,1,500,500
SER000658,BOOK002006,HOT0187,EMP00664,Spa,2026-09-08,4,250,1000
SER000659,BOOK004737,HOT0167,EMP00568,Breakfast,2024-10-22,4,1500,6000
SER000660,BOOK000810,HOT0142,EMP00728,Airport Pickup,2025-09-21,1,500,500
SER000661,BOOK003622,HOT0040,EMP00728,Spa,2025-02-08,3,2000,6000
SER000662,BOOK002598,HOT0108,EMP00249,Mini Bar,2026-02-01,4,500,2000
SER000663,BOOK001505,HOT0084,EMP00186,Mini Bar,2026-02-08,3,1500,4500
SER000664,BOOK004818,HOT0033,EMP00043,Mini Bar,2024-10-11,1,1500,1500
SER000665,BOOK004490,HOT0011,EMP00783,Spa,2025-04-03,2,1000,2000
SER000666,BOOK003549,HOT0021,EMP00399,Airport Pickup,2024-09-02,1,250,250
SER000667,BOOK004994,HOT0087,EMP00449,Swimming Pool,2025-12-03,3,1500,4500
SER000668,BOOK001127,HOT0121,EMP00329,Room Cleaning,2025-03-12,3,1500,4500
SER000669,BOOK001643,HOT0111,EMP00115,Airport Pickup,2026-01-11,3,1000,3000
SER000670,BOOK000182,HOT0011,EMP00781,Swimming Pool,2025-01-08,1,2000,2000
SER000671,BOOK000639,HOT0118,EMP00399,Laundry,2026-04-05,2,2000,4000
SER000672,BOOK003554,HOT0218,EMP00223,Breakfast,2026-03-05,1,2000,2000
SER000673,BOOK002050,HOT0112,EMP00219,Laundry,2026-05-20,4,250,1000
SER000674,BOOK002747,HOT0012,EMP00484,Dinner,2026-03-07,4,2000,8000
SER000675,BOOK003715,HOT0011,EMP00184,Gym,2024-12-01,3,1500,4500
SER000676,BOOK004403,HOT0227,EMP00015,Spa,2026-02-14,2,500,1000
SER000677,BOOK001007,HOT0127,EMP00731,Room Cleaning,2025-01-10,4,2000,8000
SER000678,BOOK002425,HOT0060,EMP00242,Swimming Pool,2025-03-13,4,250,1000
SER000679,BOOK003886,HOT0197,EMP00279,Gym,2024-11-22,1,1500,1500
SER000680,BOOK002316,HOT0038,EMP00615,Airport Pickup,2024-10-18,3,1500,4500
SER000681,BOOK004053,HOT0198,EMP00658,Mini Bar,2025-01-29,1,750,750
SER000682,BOOK004485,HOT0179,EMP00544,Mini Bar,2026-02-11,3,1500,4500
SER000683,BOOK004763,HOT0069,EMP00373,Lunch,2026-01-17,4,750,3000
SER000684,BOOK003756,HOT0036,EMP00033,Lunch,2024-09-21,3,1000,3000
SER000685,BOOK002355,HOT0175,EMP00187,Spa,2025-10-02,4,1500,6000
SER000686,BOOK002173,HOT0003,EMP00573,Laundry,2024-12-06,4,750,3000
SER000687,BOOK002604,HOT0239,EMP00617,Dinner,2025-08-24,2,1000,2000
SER000688,BOOK000371,HOT0020,EMP00214,Breakfast,2025-07-28,3,750,2250
SER000689,BOOK000601,HOT0124,EMP00737,Lunch,2025-06-28,1,250,250
SER000690,BOOK003850,HOT0015,EMP00789,Laundry,2025-10-31,1,750,750
SER000691,BOOK003075,HOT0199,EMP00012,Room Cleaning,2025-01-03,1,1500,1500
SER000692,BOOK002592,HOT0050,EMP00176,Dinner,2025-03-15,1,250,250
SER000693,BOOK003432,HOT0197,EMP00598,Room Cleaning,2026-06-12,2,250,500
SER000694,BOOK000885,HOT0183,EMP00796,Room Cleaning,2026-01-28,3,750,2250
SER000695,BOOK003745,HOT0138,EMP00116,Breakfast,2025-04-02,4,250,1000
SER000696,BOOK000515,HOT0125,EMP00690,Airport Pickup,2026-08-24,3,750,2250
SER000697,BOOK003392,HOT0108,EMP00177,Airport Pickup,2026-09-25,1,500,500
SER000698,BOOK002806,HOT0148,EMP00674,Dinner,2026-04-24,3,1000,3000
SER000699,BOOK001285,HOT0136,EMP00760,Lunch,2026-05-22,1,1500,1500
SER000700,BOOK000024,HOT0019,EMP00622,Swimming Pool,2025-09-18,4,1000,4000
SER000701,BOOK000306,HOT0061,EMP00548,Airport Pickup,2024-09-29,2,1000,2000
SER000702,BOOK000406,HOT0053,EMP00297,Mini Bar,2025-02-06,4,2000,8000
SER000703,BOOK004322,HOT0018,EMP00623,Lunch,2024-11-26,2,500,1000
SER000704,BOOK002925,HOT0113,EMP00728,Dinner,2025-07-16,2,750,1500
SER000705,BOOK004339,HOT0132,EMP00535,Mini Bar,2025-05-03,4,2000,8000
SER000706,BOOK000579,HOT0181,EMP00018,Gym,2026-05-11,3,1500,4500
SER000707,BOOK002204,HOT0047,EMP00229,Gym,2026-05-05,4,500,2000
SER000708,BOOK001209,HOT0248,,Lunch,2024-08-27,1,1500,1500
SER000709,BOOK002086,HOT0185,EMP00103,Spa,2024-11-22,1,1000,1000
SER000710,BOOK000818,HOT0078,EMP00222,Room Cleaning,2026-08-11,3,1000,3000
SER000711,BOOK000908,HOT0141,EMP00466,Lunch,2024-10-25,4,250,1000
SER000712,BOOK004028,HOT0083,EMP00663,Breakfast,2026-04-22,3,1500,4500
SER000713,BOOK003696,HOT0099,EMP00623,Gym,2026-05-03,4,500,2000
SER000714,BOOK002809,HOT0209,EMP00718,Laundry,2024-08-25,-1,750,3000
SER000715,BOOK004085,HOT0189,EMP00018,Spa,2025-04-25,4,750,3000
SER000716,BOOK000143,HOT0209,EMP00685,Mini Bar,2024-11-21,4,250,1000
SER000717,BOOK000667,HOT0019,EMP00534,Airport Pickup,2026-01-08,4,250,1000
SER000718,BOOK000481,HOT0106,,Swimming Pool,2025-10-03,3,2000,6000
SER000719,BOOK003072,HOT0215,EMP00719,Lunch,2026-08-17,4,500,2000
SER000720,BOOK000763,HOT0034,EMP00253,Gym,2026-08-02,3,250,750
SER000721,BOOK002047,HOT0200,EMP00444,Dinner,2025-07-08,2,2000,4000
SER000722,BOOK002818,HOT0049,EMP00170,Room Cleaning,2026-02-04,4,1500,6000
SER000723,BOOK004944,HOT0241,EMP00708,Laundry,2025-01-17,3,500,1500
SER000724,BOOK002125,HOT0168,EMP00160,Gym,2026-07-08,-1,2000,6000
SER000725,BOOK002116,HOT0105,EMP00729,Swimming Pool,2025-01-26,3,500,1500
SER000726,BOOK002366,HOT0032,EMP00158,Mini Bar,2025-10-02,4,750,3000
SER000727,BOOK003775,HOT0082,EMP00558,Dinner,2025-09-03,2,250,500
SER000728,BOOK002500,HOT0233,EMP00423,Room Cleaning,2025-10-09,3,1000,3232
SER000729,BOOK003452,HOT0187,EMP00330,Spa,2025-02-26,4,1000,4000
SER000730,BOOK003195,HOT0139,EMP00739,Dinner,2025-12-19,4,250,1000
SER000731,BOOK002828,HOT0022,EMP00742,Gym,2025-03-10,3,1500,4500
SER000732,BOOK000936,HOT0129,EMP00241,Airport Pickup,2026-07-01,2,500,1000
SER000733,BOOK001845,HOT0178,EMP00443,Lunch,2026-01-01,4,250,1000
SER000734,BOOK000703,HOT0168,EMP00420,Airport Pickup,2026-01-21,2,250,500
SER000735,BOOK001400,HOT0131,EMP00474,Lunch,2026-04-15,1,1000,1000
SER000736,BOOK001711,HOT0041,EMP00496,Gym,2024-10-07,3,250,750
SER000737,BOOK002076,HOT0021,EMP00013,Gym,2025-05-19,1,250,250
SER000738,BOOK002200,HOT0132,EMP00404,Gym,2025-04-08,3,250,750
SER000739,BOOK001954,HOT0218,EMP00058,Room Cleaning,2024-12-27,2,1000,2000
SER000740,BOOK002392,HOT0240,EMP00400,Breakfast,2026-07-23,2,1000,2000
SER000741,BOOK004219,HOT0007,EMP00144,Mini Bar,2026-09-03,3,500,1500
SER000742,BOOK004911,HOT0187,EMP00045,Gym,2025-04-07,1,2000,2000
SER000743,BOOK004801,HOT0133,EMP00635,Spa,2026-06-18,3,250,750
SER000744,BOOK003563,HOT0049,EMP00308,Mini Bar,2024-12-12,3,1000,3000
SER000745,BOOK001705,HOT0211,EMP00028,Gym,2024-11-03,2,1000,2000
SER000746,BOOK002123,HOT0237,EMP00102,Gym,2025-12-23,1,250,250
SER000747,BOOK001107,HOT0197,EMP00099,Laundry,2025-01-05,3,250,750
SER000748,BOOK003929,HOT0099,EMP00103,Breakfast,2025-08-31,1,1000,1000
SER000749,BOOK001907,HOT0085,EMP00550,Dinner,2026-08-17,2,1500,3000
SER000750,BOOK004445,HOT0213,EMP00537,Dinner,2024-08-11,1,2000,2231
SER000751,BOOK000197,HOT0188,EMP00557,Laundry,2026-01-22,3,250,750
SER000752,BOOK000789,HOT0170,EMP00649,Room Cleaning,2025-03-17,4,250,1000
SER000753,BOOK003572,HOT0176,EMP00096,Room Cleaning,2025-11-03,3,500,1500
SER000754,BOOK001386,HOT0106,EMP00737,Spa,2025-04-27,2,1500,3000
SER000755,BOOK002395,HOT0026,EMP00223,Room Cleaning,2025-12-31,1,250,250
SER000756,BOOK002268,HOT0190,EMP00002,Swimming Pool,2025-08-18,3,500,1500
SER000757,BOOK003767,HOT0163,EMP00763,Airport Pickup,2025-12-22,3,750,2250
SER000758,BOOK003071,HOT0176,EMP00369,Breakfast,2024-09-21,1,250,250
SER000759,BOOK000218,HOT0224,EMP00550,Spa,2025-10-09,3,250,750
SER000760,BOOK004170,HOT0047,EMP00260,Room Cleaning,2025-01-21,2,2000,4000
SER000761,BOOK004959,HOT0175,EMP00776,Lunch,2025-05-21,2,1000,2000
SER000762,BOOK001775,HOT0065,EMP00252,Mini Bar,2025-06-10,3,750,2250
SER000763,BOOK003946,HOT0035,EMP00031,Laundry,2026-02-12,4,250,1000
SER000764,BOOK002426,HOT0112,EMP00396,Room Cleaning,2025-04-10,2,750,1500
SER000765,BOOK002790,HOT0030,EMP00749,Gym,2024-11-10,1,250,250
SER000766,BOOK003615,HOT0243,EMP00577,Lunch,2025-01-05,3,1500,4500
SER000767,BOOK002495,HOT0205,EMP00699,Dinner,2025-12-23,4,1000,4000
SER000768,BOOK000447,HOT0223,EMP00477,Lunch,2025-01-22,2,500,1000
SER000769,BOOK004446,HOT0160,EMP00064,Room Cleaning,2025-03-13,2,1500,3000
SER000770,BOOK003807,HOT0023,EMP00161,Airport Pickup,2025-11-29,2,2000,4000
SER000771,BOOK002479,HOT0038,EMP00768,Mini Bar,2025-12-15,3,2000,6000
SER000772,BOOK000242,HOT0116,EMP00314,Spa,2026-09-07,2,500,1000
SER000773,BOOK004749,HOT0051,EMP00232,Breakfast,2026-06-01,3,500,1500
SER000774,BOOK004402,HOT0191,EMP00742,Spa,2026-01-25,3,750,2250
SER000775,BOOK000604,HOT0034,EMP00340,Spa,2025-11-02,1,750,750
SER000776,BOOK004600,HOT0076,EMP00327,Gym,2024-08-15,1,1500,1500
SER000777,BOOK002345,HOT0179,EMP00608,Gym,2025-02-11,3,500,1500
SER000778,BOOK001080,HOT0225,EMP00494,Dinner,2025-05-11,3,2000,6000
SER000779,BOOK002033,HOT0118,EMP00250,Gym,2026-04-19,2,2000,4000
SER000780,BOOK000927,HOT0030,EMP00535,Gym,2025-03-25,4,750,3000
SER000781,BOOK004288,HOT0008,EMP00346,Airport Pickup,2024-12-08,2,750,1500
SER000782,BOOK001997,HOT0020,EMP00436,Mini Bar,2025-05-25,4,250,1000
SER000783,BOOK004330,HOT0216,EMP00581,Laundry,2024-09-29,2,1500,3000
SER000784,BOOK001338,HOT0028,EMP00415,Gym,2026-01-07,1,500,500
SER000785,BOOK003298,HOT0010,EMP00524,Lunch,2025-03-12,1,1500,1500
SER000786,BOOK000474,HOT0137,EMP00372,Breakfast,2025-03-05,4,250,1000
SER000787,BOOK003504,HOT0051,EMP00764,Spa,2024-12-07,3,1000,3000
SER000788,BOOK004626,HOT0145,EMP00757,Gym,2026-07-16,3,1000,3000
SER000789,BOOK001013,HOT0243,EMP00119,Swimming Pool,2025-03-10,3,250,750
SER000790,BOOK001724,HOT0159,EMP00191,Breakfast,2026-02-18,2,1500,3000
SER000791,BOOK001145,HOT0242,EMP00555,Gym,2026-03-22,4,750,3000
SER000792,BOOK004842,HOT0124,EMP00162,Gym,2024-12-02,1,250,250
SER000793,BOOK000518,HOT0166,EMP00457,Swimming Pool,2026-08-16,1,1000,1000
SER000794,BOOK002007,HOT0041,EMP00750,Laundry,2026-01-24,3,2000,6000
SER000795,BOOK000689,HOT0182,EMP00539,Room Cleaning,2025-02-09,4,1000,4000
SER000796,BOOK002850,HOT0244,EMP00158,Room Cleaning,2025-09-27,4,1500,6000
SER000797,BOOK000875,HOT0043,EMP00329,Laundry,2026-06-21,1,250,250
SER000798,BOOK004767,HOT0129,EMP00116,Dinner,2025-04-15,4,500,2000
SER000799,BOOK003997,HOT0176,EMP00631,Laundry,2024-12-29,1,2000,2000
SER000800,BOOK001163,HOT0147,EMP00507,Swimming Pool,2024-12-30,3,1500,4500
SER000801,BOOK003204,HOT0104,EMP00748,Laundry,2024-11-26,4,500,2000
SER000802,BOOK004442,HOT0205,EMP00282,Laundry,2025-09-28,3,750,2250
SER000803,BOOK003525,HOT0200,EMP00517,Mini Bar,2025-03-06,4,2000,8000
SER000804,BOOK000683,HOT0037,EMP00441,Dinner,2024-09-09,4,500,2000
SER000805,BOOK002914,HOT0083,EMP00713,Swimming Pool,2026-02-21,3,750,2250
SER000806,BOOK003371,HOT0124,EMP00099,Room Cleaning,2025-07-25,2,250,500
SER000807,BOOK003979,HOT0179,EMP00249,Dinner,2026-01-28,3,500,1500
SER000808,BOOK003763,HOT0082,EMP00591,Laundry,2026-04-01,3,1000,3000
SER000809,BOOK002664,HOT0023,EMP00376,Gym,2025-04-18,1,750,909
SER000810,BOOK003476,HOT0177,EMP00664,Spa,2025-08-13,3,1500,4500
SER000811,BOOK000228,HOT0048,EMP00152,Airport Pickup,2026-01-15,1,1500,1500
SER000812,BOOK001761,HOT0160,EMP00041,Spa,2025-02-21,-1,250,500
SER000813,BOOK003768,HOT0046,EMP00142,Spa,2025-10-08,2,1500,3000
SER000814,BOOK004215,HOT0199,EMP00466,Dinner,2024-12-28,3,2000,6000
SER000815,BOOK000463,HOT0231,EMP00416,Airport Pickup,2026-04-22,3,500,1500
SER000816,BOOK001842,HOT0078,EMP00511,Spa,2025-06-22,1,2000,2000
SER000817,BOOK003078,HOT0041,EMP00254,Breakfast,2026-02-25,1,500,500
SER000818,BOOK001031,HOT0092,EMP00653,Lunch,2025-06-26,4,750,3000
SER000819,BOOK000206,HOT0205,EMP00545,Room Cleaning,2025-12-11,1,1500,1500
SER000820,BOOK002575,HOT0091,EMP00524,Dinner,2025-07-28,4,750,3000
SER000821,BOOK002591,HOT0129,EMP00199,Laundry,2025-08-14,4,750,3000
SER000822,BOOK000700,HOT0073,EMP00138,Lunch,2026-08-21,3,2000,6000
SER000823,BOOK001772,HOT0044,EMP00357,Breakfast,2025-06-26,4,2000,8000
SER000824,BOOK003579,HOT0045,EMP00259,Breakfast,2026-05-02,3,2000,6000
SER000825,BOOK004015,HOT0248,EMP00656,Spa,2024-12-08,1,1500,1500
SER000826,BOOK001444,HOT0076,EMP00579,Mini Bar,2024-12-17,3,1000,3000
SER000827,BOOK004281,HOT0042,EMP00221,Spa,2026-07-06,3,1500,4500
SER000828,BOOK001095,HOT0216,EMP00662,Spa,2026-07-02,1,1500,1500
SER000829,BOOK000300,HOT0131,EMP00460,Gym,2025-05-21,2,2000,4000
SER000830,BOOK002103,HOT0108,EMP00553,Spa,2026-08-02,1,750,750
SER000831,BOOK000721,HOT0185,EMP00344,Dinner,2026-07-29,4,250,1000
SER000832,BOOK002294,HOT0146,EMP00356,Laundry,2026-01-02,3,1000,3000
SER000833,BOOK001692,HOT0057,EMP00099,Lunch,2026-05-06,4,750,3000
SER000834,BOOK002144,HOT0022,EMP00713,Mini Bar,2025-05-10,2,2000,4000
SER000835,BOOK003480,HOT0219,EMP00572,Mini Bar,2025-11-11,4,1000,4000
SER000836,BOOK004237,HOT0247,EMP00602,Laundry,2026-06-13,1,750,750
SER000837,BOOK004659,HOT0222,EMP00462,Spa,2026-05-24,3,2000,6000
SER000838,BOOK002772,HOT0136,EMP00012,Laundry,2024-08-22,3,250,750
SER000839,BOOK002800,HOT0088,EMP00132,Lunch,2025-01-20,1,1500,1500
SER000840,BOOK002378,HOT0230,EMP00740,Mini Bar,2026-04-09,2,2000,4000
SER000841,BOOK004280,HOT0091,EMP00654,Swimming Pool,2026-04-01,1,250,250
SER000842,BOOK004768,HOT0157,EMP00127,Swimming Pool,2026-01-20,2,1500,3000
SER000843,BOOK001198,HOT0219,EMP00129,Lunch,2025-02-06,4,2000,8000
SER000844,BOOK003211,HOT0230,EMP00323,Lunch,2024-11-05,3,1500,4500
SER000845,BOOK003427,HOT0213,EMP00331,Breakfast,2025-12-07,1,750,750
SER000846,BOOK004560,HOT0190,EMP00291,Spa,2025-02-03,1,1500,1500
SER000847,BOOK000617,HOT0020,EMP00450,Dinner,2025-04-15,1,1500,1500
SER000848,BOOK000940,HOT0031,EMP00192,Laundry,2025-05-24,3,1500,4500
SER000849,BOOK003719,HOT0104,EMP00110,Laundry,2026-06-14,3,1000,3000
SER000850,BOOK000458,HOT0192,EMP00236,Dinner,2025-02-13,2,1500,3000
SER000851,BOOK001203,HOT0174,EMP00314,Laundry,2026-03-16,4,1500,6000
SER000852,BOOK001473,HOT0232,EMP00292,Airport Pickup,2026-08-08,4,1000,4000
SER000853,BOOK004977,HOT0226,EMP00511,Airport Pickup,2026-01-16,3,500,1500
SER000854,BOOK001682,HOT0225,EMP00550,Swimming Pool,2025-12-22,3,750,2250
SER000855,BOOK001860,HOT0120,EMP00545,Gym,2024-11-19,2,250,500
SER000856,BOOK004946,HOT0047,EMP00521,Lunch,2025-11-16,1,1000,1000
SER000857,BOOK004049,HOT0050,EMP00185,Dinner,2025-01-01,4,1000,4000
SER000858,BOOK000042,HOT0136,EMP00412,Lunch,2025-04-12,1,250,250
SER000859,BOOK004346,HOT0176,EMP00703,Room Cleaning,2025-09-21,3,2000,6000
SER000860,BOOK004980,HOT0076,EMP00572,Swimming Pool,2025-10-16,1,250,250
SER000861,BOOK003423,HOT0024,EMP00275,Airport Pickup,2024-12-04,2,2000,4000
SER000862,BOOK004046,HOT0170,EMP00760,Airport Pickup,2025-01-03,2,1500,3000
SER000863,BOOK002289,HOT0202,EMP00565,Mini Bar,2025-12-10,2,1000,2000
SER000864,BOOK002656,HOT0133,EMP00035,Airport Pickup,2025-10-16,2,250,500
SER000865,BOOK004761,HOT0038,EMP00687,Mini Bar,2026-01-13,4,2000,8000
SER000866,BOOK000867,HOT0194,EMP00722,Laundry,2025-04-22,1,1000,1000
SER000867,BOOK002996,HOT0233,EMP00711,Dinner,2025-05-23,1,750,750
SER000868,BOOK004828,HOT0189,EMP00451,Room Cleaning,2025-05-09,3,750,2250
SER000869,BOOK004544,HOT0014,EMP00692,Swimming Pool,2026-05-06,4,500,2000
SER000870,BOOK004937,HOT0092,EMP00231,Lunch,2026-07-21,2,1000,2000
SER000871,BOOK001774,HOT0113,EMP00259,Spa,2025-05-03,1,250,250
SER000872,BOOK001323,HOT0052,EMP00582,Breakfast,2025-05-18,4,750,3000
SER000873,BOOK001766,HOT0033,EMP00023,Swimming Pool,2025-01-02,3,750,2250
SER000874,BOOK003600,HOT0019,EMP00515,Mini Bar,2025-05-08,2,1500,3000
SER000875,BOOK003571,HOT0048,EMP00166,Dinner,2024-11-03,4,1500,6000
SER000876,BOOK004357,HOT0054,EMP00579,Lunch,2025-09-29,4,750,3000
SER000877,BOOK004372,HOT0204,EMP00211,Laundry,2025-02-11,4,750,3000
SER000878,BOOK002243,HOT0063,EMP00694,Lunch,2026-08-03,4,750,3000
SER000879,BOOK003558,HOT0179,,Spa,2025-06-21,1,250,250
SER000880,BOOK000718,HOT0067,EMP00524,Room Cleaning,2025-12-09,2,250,500
SER000881,BOOK003210,HOT0104,EMP00525,Lunch,2025-06-28,3,250,750
SER000882,BOOK000792,HOT0126,EMP00619,Airport Pickup,2026-04-19,3,250,750
SER000883,BOOK000342,HOT0212,EMP00055,Spa,2026-07-30,1,250,250
SER000884,BOOK001504,HOT0016,EMP00173,Spa,2025-10-09,3,500,1500
SER000885,BOOK001564,HOT0067,EMP00735,Gym,2026-09-03,3,1000,3000
SER000886,BOOK001179,HOT0030,EMP00006,Swimming Pool,2025-07-24,4,2000,8000
SER000887,BOOK003096,HOT0014,EMP00548,Mini Bar,2024-11-12,3,1000,3000
SER000888,BOOK000380,HOT0056,EMP00565,Laundry,2025-12-05,-1,2000,2000
SER000889,BOOK002213,HOT0012,EMP00268,Breakfast,2025-02-17,3,750,2250
SER000890,BOOK002420,HOT0086,EMP00460,Lunch,2026-07-28,4,500,2000
SER000891,BOOK003054,HOT0142,EMP00366,Swimming Pool,2025-07-09,3,750,2250
SER000892,BOOK004638,HOT0113,EMP00667,Mini Bar,2024-11-18,1,500,500
SER000893,BOOK004817,HOT0214,EMP00732,Room Cleaning,2026-02-18,1,1500,1500
SER000894,BOOK003565,HOT0118,EMP00399,Airport Pickup,2026-06-04,4,2000,8000
SER000895,BOOK001760,HOT0026,EMP00615,Laundry,2024-11-23,1,1000,1000
SER000896,BOOK004326,HOT0157,,Spa,2026-05-08,3,500,1500
SER000897,BOOK000328,HOT0139,EMP00588,Swimming Pool,2025-04-04,3,1000,3000
SER000898,BOOK001918,HOT0099,EMP00475,Spa,2026-08-26,3,750,2250
SER000899,BOOK002404,HOT0199,EMP00647,Airport Pickup,2024-10-08,3,1000,3000
SER000900,BOOK001615,HOT0054,EMP00542,Breakfast,2026-05-13,2,500,1000
SER000901,BOOK002528,HOT0245,EMP00656,Swimming Pool,2024-10-19,-1,250,250
SER000902,BOOK001628,HOT0054,EMP00693,Swimming Pool,2025-07-24,2,750,1500
SER000903,BOOK001413,HOT0164,EMP00423,Mini Bar,2026-03-09,4,1000,4000
SER000904,BOOK001703,HOT0066,EMP00206,Breakfast,2026-07-28,1,1500,1500
SER000905,BOOK000201,HOT0160,EMP00785,Laundry,2024-10-08,2,1000,2000
SER000906,BOOK001640,HOT0063,EMP00562,Airport Pickup,2025-07-17,1,1000,1000
SER000907,BOOK002712,HOT0118,EMP00054,Airport Pickup,2026-04-09,4,750,3000
SER000908,BOOK000967,HOT0229,EMP00326,Dinner,2025-02-11,4,250,1000
SER000909,BOOK002808,HOT0167,EMP00219,Airport Pickup,2025-04-05,4,1000,4000
SER000910,BOOK004639,HOT0109,EMP00449,Swimming Pool,2025-03-09,1,500,500
SER000911,BOOK002711,HOT0070,EMP00628,Mini Bar,2026-05-23,3,1500,4500
SER000912,BOOK004975,HOT0115,EMP00539,Room Cleaning,2025-12-25,1,2000,2000
SER000913,BOOK003737,HOT0231,EMP00182,Room Cleaning,2026-03-27,1,1000,1000
SER000914,BOOK000802,HOT0024,EMP00628,Lunch,2025-07-03,2,750,1500
SER000915,BOOK000004,HOT0208,EMP00141,Laundry,2026-03-29,1,1000,1000
SER000916,BOOK002627,HOT0107,EMP00366,Laundry,2025-03-03,2,2000,4000
SER000917,BOOK001970,HOT0027,EMP00324,Room Cleaning,2025-01-17,4,250,1000
SER000918,BOOK002997,HOT0198,EMP00682,Gym,2025-02-28,4,1000,4000
SER000919,BOOK003629,HOT0229,EMP00536,Breakfast,2025-01-15,4,250,1000
SER000920,BOOK001541,HOT0040,EMP00449,Airport Pickup,2026-06-21,4,250,1000
SER000921,BOOK004713,HOT0187,EMP00217,Gym,2025-11-19,3,250,750
SER000922,BOOK003848,HOT0115,EMP00422,Swimming Pool,2025-09-06,4,1500,6000
SER000923,BOOK003147,HOT0014,EMP00179,Dinner,2025-08-29,1,500,500
SER000924,BOOK004652,HOT0130,EMP00014,Breakfast,2024-10-26,1,500,500
SER000925,BOOK002024,HOT0248,EMP00095,Breakfast,2025-12-30,3,1500,4500
SER000926,BOOK000848,HOT0024,EMP00759,Gym,2026-08-11,2,2000,4000
SER000927,BOOK002237,HOT0027,EMP00593,Room Cleaning,2025-05-27,4,1500,6000
SER000928,BOOK001885,HOT0161,EMP00246,Airport Pickup,2025-04-04,1,1500,1500
SER000929,BOOK004612,HOT0036,EMP00584,Spa,2025-02-26,1,750,750
SER000930,BOOK002674,HOT0025,EMP00173,Swimming Pool,2025-06-19,4,250,1000
SER000931,BOOK000274,HOT0203,EMP00586,Breakfast,2025-05-06,1,500,500
SER000932,BOOK000085,HOT0050,EMP00723,Lunch,2026-08-28,4,1000,4000
SER000933,BOOK003186,HOT0110,EMP00352,Room Cleaning,2024-10-10,3,500,1500
SER000934,BOOK004583,HOT0038,EMP00383,Airport Pickup,2025-08-31,1,250,250
SER000935,BOOK001989,HOT0235,EMP00319,Laundry,2025-05-31,2,750,1500
SER000936,BOOK003133,HOT0119,EMP00491,Swimming Pool,2026-04-11,2,250,500
SER000937,BOOK003968,HOT0057,EMP00765,Swimming Pool,2026-08-03,3,1000,3000
SER000938,BOOK003570,HOT0247,EMP00018,Lunch,2025-02-05,1,500,500
SER000939,BOOK002462,HOT0065,EMP00221,Dinner,2026-08-18,2,1500,3000
SER000940,BOOK000225,HOT0204,EMP00599,Swimming Pool,2024-09-14,3,250,750
SER000941,BOOK002091,HOT0069,EMP00216,Airport Pickup,2026-06-05,1,750,750
SER000942,BOOK001292,HOT0077,EMP00716,Lunch,2026-02-01,2,250,500
SER000943,BOOK001675,HOT0114,EMP00517,Spa,2025-10-27,3,2000,6000
SER000944,BOOK001280,HOT0097,EMP00714,Laundry,2026-02-08,1,500,500
SER000945,BOOK003859,HOT0114,EMP00030,Spa,2025-12-29,2,250,500
SER000946,BOOK003193,HOT0001,EMP00029,Mini Bar,2025-09-16,1,2000,2000
