room_id,hotel_id,room_number,room_type,capacity,base_price,floor,availability
ROOM000901,HOT0207,676,Deluxe,4,10000,12,Available
ROOM000902,HOT0123,716,Family,6,15000,13,Occupied
ROOM000903,HOT0171,884,Presidential,1,2500,4,Occupied
ROOM000904,HOT0199,866,Standard,5,5000,7,Maintenance
ROOM000905,HOT0056,795,,2,5000,8,Available
ROOM000906,HOT0093,363,Presidential,5,3500,3,Occupied
ROOM000907,HOT0091,773,Deluxe,4,7000,4,Maintenance
ROOM000908,HOT0222,878,Deluxe,3,3500,10,Available
ROOM000909,HOT0055,377,Standard,5,2500,11,Available
ROOM000910,HOT0118,122,Suite,6,5000,3,Available
ROOM000911,HOT0059,819,Deluxe,3,3500,13,Maintenance
ROOM000912,HOT0123,493,Deluxe,5,2500,11,Maintenance
ROOM000913,HOT0129,532,Family,6,7000,13,Available
ROOM000914,HOT0077,886,Suite,3,2500,11,Occupied
ROOM000915,HOT0113,790,Executive,3,10000,15,Maintenance
ROOM000916,HOT0109,650,Executive,6,3500,12,Maintenance
ROOM000917,HOT0118,472,Standard,3,10000,3,Available
ROOM000918,HOT0098,471,Presidential,6,2500,10,Occupied
ROOM000919,HOT0184,357,Family,6,10000,2,Available
ROOM000920,HOT0197,582,Standard,4,7000,6,Occupied
ROOM000921,HOT0096,231,Deluxe,2,15000,13,Occupied
ROOM000922,HOT0005,914,Family,6,7000,4,Available
ROOM000923,HOT0243,230,Executive,6,10000,14,Occupied
ROOM000924,HOT0132,856,Executive,1,2500,12,Available
ROOM000925,HOT0150,523,Executive,1,2500,8,Occupied
ROOM000926,HOT0203,765,Executive,3,15000,6,Occupied
ROOM000927,HOT0008,538,Suite,5,15000,9,Occupied
ROOM000928,HOT0198,840,Suite,3,15000,5,Available
ROOM000929,HOT0211,535,Standard,6,15000,14,Occupied
ROOM000930,HOT0090,248,Family,4,3500,3,Available
ROOM000931,HOT0104,669,Family,6,2500,2,Occupied
ROOM000932,HOT0126,423,Family,3,15000,13,Occupied
ROOM000933,HOT0038,886,Deluxe,5,5000,15,Occupied
ROOM000934,HOT0223,153,Family,6,5000,2,Occupied
ROOM000935,HOT0189,477,Deluxe,4,3500,10,Occupied
ROOM000936,HOT0167,528,Presidential,6,5000,9,Available
ROOM000937,HOT0059,739,Standard,3,2500,11,Maintenance
ROOM000938,HOT0177,526,Family,3,3500,9,Available
ROOM000939,HOT0027,568,Standard,2,3500,10,Available
ROOM000940,HOT0056,264,Executive,5,15000,11,Available
ROOM000941,HOT0045,662,Standard,3,3500,8,Available
ROOM000942,HOT0230,742,Standard,2,5000,13,Maintenance
ROOM000943,HOT0128,701,Deluxe,4,10000,3,Maintenance
ROOM000944,HOT0046,831,Family,2,7000,10,Available
ROOM000945,HOT0114,650,Deluxe,4,2500,9,Occupied
ROOM000946,HOT0183,454,Family,6,10000,14,Occupied
ROOM000947,HOT0006,505,Executive,5,7000,11,Maintenance
ROOM000948,HOT0108,542,Family,5,2500,1,Maintenance
ROOM000949,HOT0203,731,Deluxe,1,7000,9,Available
ROOM000950,HOT0232,628,Presidential,2,10000,11,Available
ROOM000951,HOT0204,480,Family,5,2500,7,Maintenance
ROOM000952,HOT0006,265,Executive,1,10000,14,Available
ROOM000953,HOT0189,683,Presidential,5,3500,15,Occupied
ROOM000954,HOT0010,961,Presidential,3,15000,2,Occupied
ROOM000955,HOT0040,484,Suite,3,10000,2,Available
ROOM000956,HOT0078,220,Family,6,7000,10,Maintenance
ROOM000957,HOT0070,412,Suite,3,2500,10,Maintenance
ROOM000958,HOT0111,438,Suite,3,7000,8,Occupied
ROOM000959,HOT0097,272,Deluxe,5,5000,3,Maintenance
ROOM000960,HOT0055,158,Suite,1,2500,8,Available
ROOM000961,HOT0131,187,Standard,3,2500,8,Available
ROOM000962,HOT0033,535,Executive,2,7000,1,Available
ROOM000963,HOT0126,559,Presidential,4,7000,3,Occupied
ROOM000964,HOT0056,181,Presidential,5,10000,4,Occupied
ROOM000965,HOT0139,398,Presidential,6,5000,9,Available
ROOM000966,HOT0156,870,Standard,1,7000,2,Available
ROOM000967,HOT0247,139,Deluxe,3,2500,5,Maintenance
ROOM000968,HOT0050,104,Standard,4,15000,9,Maintenance
ROOM000969,HOT0078,844,Suite,2,5000,14,Occupied
ROOM000970,HOT0099,207,Suite,2,10000,7,Occupied
ROOM000971,HOT0037,808,Standard,1,10000,11,Maintenance
ROOM000972,HOT0181,894,Deluxe,6,2500,10,Occupied
ROOM000973,HOT0220,442,Executive,4,2500,12,Maintenance
ROOM000974,HOT0159,338,Deluxe,6,15000,1,Available
ROOM000975,HOT0191,402,Family,5,10000,2,Occupied
ROOM000976,HOT0064,738,Family,4,2500,12,Occupied
ROOM000977,HOT0159,264,Presidential,2,10000,1,Available
ROOM000978,HOT0162,250,Suite,2,3500,10,Occupied
ROOM000979,HOT0085,475,Presidential,6,10000,3,Occupied
ROOM000980,HOT0062,272,Family,2,2500,13,Occupied
ROOM000981,HOT0047,310,Family,5,10000,2,Available
ROOM000982,HOT0105,904,Standard,1,10000,8,Available
ROOM000983,HOT0231,717,Suite,4,15000,6,Occupied
ROOM000984,HOT0165,937,Presidential,1,5000,6,Occupied
ROOM000985,HOT0164,121,Presidential,1,7000,1,Maintenance
ROOM000986,HOT0070,843,Family,4,10000,4,Maintenance
ROOM000987,HOT0076,498,Suite,1,7000,9,Maintenance
ROOM000988,HOT0217,738,Suite,6,2500,11,Occupied
ROOM000989,HOT0114,634,Suite,4,15000,3,Occupied
ROOM000990,HOT0135,906,Suite,1,5000,2,Available
ROOM000991,HOT0010,411,Family,2,10000,9,Occupied
ROOM000992,HOT0222,648,Deluxe,5,7000,11,Available
ROOM000993,HOT0245,410,Family,4,3500,6,Maintenance
ROOM000994,HOT0247,549,Suite,1,2500,6,Occupied
ROOM000995,HOT0123,806,Suite,6,15000,1,Available
ROOM000996,HOT0099,842,Executive,3,15000,14,Maintenance
ROOM000997,HOT0109,156,Suite,5,7000,15,Occupied
ROOM000998,HOT0020,242,Executive,5,10000,15,Available
ROOM000999,HOT0010,890,Deluxe,3,7000,14,Available
ROOM001000,HOT0231,362,Family,2,7000,6,Occupied
ROOM001001,HOT0203,331,Presidential,2,7000,13,Occupied
ROOM001002,HOT0046,984,Executive,2,7000,9,Available
ROOM001003,HOT0066,426,Standard,5,2500,15,Maintenance
ROOM001004,HOT0155,150,Suite,4,2500,7,Occupied
ROOM001005,HOT0069,819,Suite,2,2500,7,Occupied
ROOM001006,HOT0054,636,Deluxe,4,5000,15,Available
ROOM001007,HOT0147,803,Presidential,2,5000,13,Maintenance
ROOM001008,HOT0190,725,Deluxe,6,2500,3,Occupied
ROOM001009,HOT0125,676,Executive,1,10000,9,Occupied
ROOM001010,HOT0137,360,Executive,5,2500,10,Available
ROOM001011,HOT0118,777,Deluxe,1,7000,3,Occupied
ROOM001012,HOT0124,436,Family,2,7000,10,Occupied
ROOM001013,HOT0080,946,Presidential,2,7000,1,Maintenance
ROOM001014,HOT0096,263,Standard,4,5000,10,Maintenance
ROOM001015,HOT0012,140,Executive,4,7000,1,Maintenance
ROOM001016,HOT0104,910,Deluxe,2,2500,5,Occupied
ROOM001017,HOT0007,213,Presidential,2,5000,8,Maintenance
ROOM001018,HOT0166,409,Standard,6,10000,12,Available
ROOM001019,HOT0154,414,Executive,1,5000,12,Occupied
ROOM001020,HOT0064,865,Standard,3,7000,3,Available
ROOM001021,HOT0028,893,Standard,4,7000,6,Available
ROOM001022,HOT0040,106,Family,5,3500,15,Available
ROOM001023,HOT0050,891,Standard,6,15000,4,Available
ROOM001024,HOT0115,907,Family,1,10000,10,Available
ROOM001025,HOT0210,104,Standard,2,7000,2,Maintenance
ROOM001026,HOT0103,915,Family,1,7000,2,Maintenance
ROOM001027,HOT0011,337,Executive,4,3500,11,Occupied
ROOM001028,HOT0038,203,Suite,2,15000,2,Available
ROOM001029,HOT0116,249,Family,6,5000,8,Maintenance
ROOM001030,HOT0202,915,,6,3500,15,Maintenance
ROOM001031,HOT0193,664,Presidential,1,2500,8,Occupied
ROOM001032,HOT0205,724,Presidential,4,15000,9,Occupied
ROOM001033,HOT0088,902,Suite,6,2500,14,Maintenance
ROOM001034,HOT0139,852,Executive,5,5000,8,Occupied
ROOM001035,HOT0184,288,Executive,5,3500,10,Available
ROOM001036,HOT0021,313,Presidential,2,3500,6,Occupied
ROOM001037,HOT0022,771,Suite,4,3500,10,Maintenance
ROOM001038,HOT0189,187,Family,4,10000,13,Available
ROOM001039,HOT0094,636,Family,1,5000,8,Occupied
ROOM001040,HOT0064,655,Deluxe,3,7000,9,Occupied
ROOM001041,HOT0155,308,Suite,1,7000,7,Occupied
ROOM001042,HOT0189,800,Suite,3,2500,15,Maintenance
ROOM001043,HOT0178,651,Presidential,6,10000,15,Maintenance
ROOM001044,HOT0048,310,Deluxe,4,3500,7,Occupied
ROOM001045,HOT0049,490,Standard,3,5000,10,Occupied
ROOM001046,HOT0069,655,Family,2,5000,1,Maintenance
ROOM001047,HOT0143,856,Suite,2,10000,7,Occupied
ROOM001048,HOT0048,206,Presidential,5,10000,6,Occupied
ROOM001049,HOT0173,510,Family,1,5000,11,Maintenance
ROOM001050,HOT0193,572,Presidential,1,10000,13,Available
ROOM001051,HOT0011,731,Presidential,4,3500,6,Maintenance
ROOM001052,HOT0238,220,Suite,6,15000,4,Occupied
ROOM001053,HOT0208,157,Standard,6,10000,6,Maintenance
ROOM001054,HOT0208,367,Suite,2,15000,14,Maintenance
ROOM001055,HOT0078,675,Deluxe,6,10000,4,Available
ROOM001056,HOT0222,550,Standard,2,7000,2,Available
ROOM001057,HOT0125,829,Presidential,4,7000,2,Occupied
ROOM001058,HOT0011,657,Presidential,4,2500,9,Maintenance
ROOM001059,HOT0033,885,Suite,6,2500,11,Available
ROOM001060,HOT0115,242,Executive,2,15000,6,Maintenance
ROOM001061,HOT0166,510,Suite,3,5000,9,Occupied
ROOM001062,HOT0184,898,Standard,5,15000,15,Available
ROOM001063,HOT0224,722,Presidential,1,15000,9,Maintenance
ROOM001064,HOT0034,398,Presidential,5,7000,8,Available
ROOM001065,HOT0029,327,Executive,1,7000,6,Occupied
ROOM001066,HOT0110,832,Deluxe,6,2500,11,Occupied
ROOM001067,HOT0156,642,Deluxe,5,15000,8,Maintenance
ROOM001068,HOT0025,252,Standard,3,15000,3,Occupied
ROOM001069,HOT0060,143,Standard,6,7000,9,Available
ROOM001070,HOT0063,200,Executive,3,5000,13,Occupied
ROOM001071,HOT0206,851,Family,6,5000,4,Occupied
ROOM001072,HOT0130,444,Deluxe,3,7000,13,Occupied
ROOM001073,HOT0060,648,Presidential,2,7000,12,Available
ROOM001074,HOT0016,129,Suite,2,5000,6,Occupied
ROOM001075,HOT0025,215,Suite,1,3500,11,Available
ROOM001076,HOT0048,249,Executive,4,10000,1,Occupied
ROOM001077,HOT0224,471,Executive,2,10000,5,Occupied
ROOM001078,HOT0058,664,Family,2,7000,12,Occupied
ROOM001079,HOT0215,476,Suite,4,7000,10,Available
ROOM001080,HOT0124,392,Deluxe,4,5000,6,Available
ROOM001081,HOT0001,464,Standard,3,7000,12,Maintenance
ROOM001082,HOT0039,311,Presidential,1,15000,12,Maintenance
ROOM001083,HOT0109,787,Family,1,10000,14,Available
ROOM001084,HOT0162,592,Suite,2,2500,2,Available
ROOM001085,HOT0246,784,Family,4,5000,12,Occupied
ROOM001086,HOT0155,452,Family,3,5000,4,Available
ROOM001087,HOT0047,599,Executive,4,2500,14,Maintenance
ROOM001088,HOT0194,722,Standard,4,5000,14,Maintenance
ROOM001089,HOT0024,999,Standard,2,3500,6,Maintenance
ROOM001090,HOT0140,722,Deluxe,3,7000,8,Maintenance
ROOM001091,HOT0246,586,Presidential,4,3500,8,Maintenance
ROOM001092,HOT0054,674,Family,6,5000,2,Available
ROOM001093,HOT0062,977,Standard,1,10000,2,Maintenance
ROOM001094,HOT0128,436,Suite,3,3500,13,Occupied
ROOM001095,HOT0119,897,Family,5,10000,6,Available
ROOM001096,HOT0227,993,Family,3,3500,7,Available
ROOM001097,HOT0175,490,Deluxe,5,10000,9,Available
ROOM001098,HOT0231,373,Deluxe,5,10000,11,Maintenance
ROOM001099,HOT0035,322,,4,2500,3,Occupied
ROOM001100,HOT0074,570,Suite,6,15000,2,Available
ROOM001101,HOT0127,697,Presidential,1,3500,15,Available
ROOM001102,HOT0249,911,Executive,4,5000,5,Available
ROOM001103,HOT0187,783,Standard,3,3500,2,Occupied
ROOM001104,HOT0140,478,Executive,1,7000,3,Maintenance
ROOM001105,HOT0005,643,Presidential,2,7000,9,Maintenance
ROOM001106,HOT0122,898,Family,4,7000,3,Occupied
ROOM001107,HOT0179,310,Standard,1,3500,12,Occupied
ROOM001108,HOT0182,922,Standard,4,15000,10,Occupied
ROOM001109,HOT0150,484,Presidential,6,7000,10,Occupied
ROOM001110,HOT0143,806,Family,1,7000,1,Occupied
ROOM001111,HOT0062,901,Presidential,6,5000,13,Maintenance
ROOM001112,HOT0086,793,Presidential,6,7000,6,Available
ROOM001113,HOT0227,261,Standard,5,15000,4,Occupied
ROOM001114,HOT0137,455,Family,5,2500,1,Occupied
ROOM001115,HOT0163,635,Suite,6,5000,5,Maintenance
ROOM001116,HOT0172,383,Suite,3,2500,3,Available
ROOM001117,HOT0225,457,Family,1,2500,10,Occupied
ROOM001118,HOT0168,393,Family,2,15000,12,Occupied
ROOM001119,HOT0130,369,Presidential,3,7000,12,Occupied
ROOM001120,HOT0104,705,Executive,6,10000,4,Available
ROOM001121,HOT0018,879,Deluxe,3,5000,1,Maintenance
ROOM001122,HOT0114,180,Family,3,5000,5,Maintenance
ROOM001123,HOT0192,789,Executive,1,7000,5,Occupied
ROOM001124,HOT0239,485,Deluxe,3,3500,4,Available
ROOM001125,HOT0123,208,Deluxe,5,7000,2,Available
ROOM001126,HOT0033,162,Executive,4,7000,2,Occupied
ROOM001127,HOT0166,731,Deluxe,1,10000,14,Occupied
ROOM001128,HOT0186,896,Suite,5,3500,2,Available
ROOM001129,HOT0237,840,Suite,4,15000,9,Maintenance
ROOM001130,HOT0085,590,Standard,5,10000,2,Maintenance
ROOM001131,HOT0170,414,Suite,2,5000,7,Occupied
ROOM001132,HOT0191,747,Standard,4,5000,11,Available
ROOM001133,HOT0186,292,Suite,6,10000,7,Occupied
ROOM001134,HOT0064,424,Family,4,5000,14,Maintenance
ROOM001135,HOT0004,383,Deluxe,4,5000,2,Occupied
ROOM001136,HOT0170,641,Suite,6,2500,8,Maintenance
ROOM001137,HOT0233,212,Executive,3,10000,5,Maintenance
ROOM001138,HOT0093,593,,3,10000,11,Occupied
ROOM001139,HOT0231,320,Deluxe,6,15000,13,Available
ROOM001140,HOT0187,885,Suite,5,7000,12,Occupied
ROOM001141,HOT0163,488,Family,2,5000,15,Occupied
ROOM001142,HOT0155,562,Deluxe,2,10000,1,Occupied
ROOM001143,HOT0116,253,Presidential,3,2500,15,Available
ROOM001144,HOT0089,369,Standard,1,5000,5,Available
ROOM001145,HOT0015,758,Deluxe,4,7000,13,Available
ROOM001146,HOT0059,974,Suite,2,5000,6,Maintenance
ROOM001147,HOT0096,583,Deluxe,3,3500,14,Maintenance
ROOM001148,HOT0099,172,Deluxe,4,10000,14,Maintenance
ROOM001149,HOT0227,104,Presidential,3,2500,14,Maintenance
ROOM001150,HOT0085,153,Executive,1,10000,7,Occupied
ROOM001151,HOT0110,305,Deluxe,5,3500,15,Occupied
ROOM001152,HOT0105,279,Presidential,1,7000,7,Maintenance
ROOM001153,HOT0011,507,Suite,1,7000,13,Occupied
ROOM001154,HOT0135,351,Standard,3,5000,3,Available
ROOM001155,HOT0157,360,Family,1,15000,1,Maintenance
ROOM001156,HOT0103,780,Suite,6,7000,2,Available
ROOM001157,HOT0222,875,Family,4,15000,1,Occupied
ROOM001158,HOT0204,690,Suite,4,3500,13,Available
ROOM001159,HOT0146,399,Family,1,3500,13,Maintenance
ROOM001160,HOT0227,882,Family,4,3500,9,Occupied
ROOM001161,HOT0049,497,Family,1,10000,11,Maintenance
ROOM001162,HOT0210,176,Family,2,7000,11,Occupied
ROOM001163,HOT0186,855,Suite,2,2500,12,Occupied
ROOM001164,HOT0089,811,Executive,6,5000,2,Maintenance
ROOM001165,HOT0187,757,Presidential,5,10000,15,Available
ROOM001166,HOT0018,527,Executive,1,5000,15,Occupied
ROOM001167,HOT0009,867,Deluxe,4,2500,3,Available
ROOM001168,HOT0128,304,Presidential,2,15000,1,Maintenance
ROOM001169,HOT0147,437,Family,3,5000,14,Available
ROOM001170,HOT0058,821,Family,5,10000,12,Maintenance
ROOM001171,HOT0115,705,Deluxe,6,3500,6,Occupied
ROOM001172,HOT0034,152,Standard,2,2500,2,Available
ROOM001173,HOT0180,978,Executive,1,10000,12,Available
ROOM001174,HOT0079,886,Presidential,2,5000,14,Maintenance
ROOM001175,HOT0163,991,Executive,1,10000,9,Available
ROOM001176,HOT0179,425,Standard,2,15000,14,Occupied
ROOM001177,HOT0101,401,Executive,5,3500,8,Available
ROOM001178,HOT0217,618,Standard,3,2500,11,Available
ROOM001179,HOT0176,445,Deluxe,4,15000,11,Maintenance
ROOM001180,HOT0172,821,Executive,2,2500,10,Occupied
ROOM001181,HOT0024,885,Suite,5,7000,13,Occupied
ROOM001182,HOT0083,453,Suite,3,3500,3,Maintenance
ROOM001183,HOT0050,675,Family,2,2500,4,Occupied
ROOM001184,HOT0139,573,Executive,4,10000,7,Available
ROOM001185,HOT0071,601,Executive,3,7000,10,Occupied
ROOM001186,HOT0064,839,Standard,6,10000,10,Available
ROOM001187,HOT0211,641,Deluxe,2,5000,4,Available
ROOM001188,HOT0205,490,Deluxe,1,15000,6,Maintenance
ROOM001189,HOT0138,242,Presidential,6,5000,5,Maintenance
ROOM001190,HOT0005,679,Presidential,2,5000,13,Occupied
ROOM001191,HOT0040,391,Family,3,5000,2,Maintenance
ROOM001192,HOT0065,909,Family,4,3500,2,Occupied
ROOM001193,HOT0221,720,Suite,6,15000,15,Available
ROOM001194,HOT0037,810,Suite,2,5000,10,Available
ROOM001195,HOT0109,436,Deluxe,2,10000,8,Maintenance
ROOM001196,HOT0071,917,Deluxe,3,7000,6,Maintenance
ROOM001197,HOT0170,786,Suite,5,2500,4,Maintenance
ROOM001198,HOT0180,553,Standard,6,3500,5,Maintenance
ROOM001199,HOT0196,948,Standard,1,3500,12,Occupied
ROOM001200,HOT0214,262,Standard,6,15000,4,Available
ROOM001201,HOT0093,247,Suite,1,7000,7,Available
ROOM001202,HOT0200,394,Family,3,2500,6,Maintenance
ROOM001203,HOT0232,162,Standard,3,3500,8,Occupied
ROOM001204,HOT0171,176,Presidential,2,15000,5,Occupied
ROOM001205,HOT0141,679,Deluxe,1,10000,8,Occupied
ROOM001206,HOT0244,857,Executive,4,2500,6,Maintenance
ROOM001207,HOT0067,656,Deluxe,6,3500,13,Occupied
ROOM001208,HOT0031,588,Deluxe,3,7000,1,Available
ROOM001209,HOT0012,689,Family,1,3500,11,Available
ROOM001210,HOT0176,654,Suite,5,3500,13,Maintenance
ROOM001211,HOT0232,438,Standard,1,10000,11,Maintenance
ROOM001212,HOT0231,947,Executive,2,2500,15,Occupied
ROOM001213,HOT0022,460,Standard,4,3500,3,Available
ROOM001214,HOT0117,843,Deluxe,3,2500,9,Occupied
ROOM001215,HOT0228,388,Presidential,3,5000,11,Maintenance
ROOM001216,HOT0142,694,Executive,1,2500,7,Maintenance
ROOM001217,HOT0102,249,Family,6,15000,7,Maintenance
ROOM001218,HOT0024,479,Presidential,3,2500,1,Maintenance
ROOM001219,HOT0233,755,Family,1,15000,4,Maintenance
ROOM001220,HOT0242,527,Deluxe,1,15000,7,Available
ROOM001221,HOT0049,329,Deluxe,4,10000,8,Available
ROOM001222,HOT0140,511,Family,3,7000,9,Maintenance
ROOM001223,HOT0085,472,Deluxe,1,5000,3,Maintenance
ROOM001224,HOT0242,638,Standard,1,15000,15,Maintenance
ROOM001225,HOT0155,201,Presidential,6,7000,6,Available
ROOM001226,HOT0243,904,Deluxe,5,3500,14,Maintenance
ROOM001227,HOT0011,943,Executive,6,15000,13,Maintenance
ROOM001228,HOT0110,603,Standard,1,15000,4,Maintenance
ROOM001229,HOT0240,229,Suite,4,7000,10,Available
ROOM001230,HOT0087,160,Suite,6,5000,3,Occupied
ROOM001231,HOT0248,741,Presidential,3,3500,14,Occupied
ROOM001232,HOT0163,779,Family,4,7000,2,Available
ROOM001233,HOT0250,935,Standard,4,10000,6,Occupied
ROOM001234,HOT0248,741,Executive,5,15000,14,Maintenance
ROOM001235,HOT0176,840,Presidential,5,15000,11,Occupied
ROOM001236,HOT0200,160,Suite,4,2500,14,Occupied
ROOM001237,HOT0234,827,Suite,3,15000,11,Occupied
ROOM001238,HOT0010,906,Family,5,2500,12,Occupied
ROOM001239,HOT0085,354,Family,6,2500,9,Available
ROOM001240,HOT0191,358,Standard,5,2500,14,Maintenance
ROOM001241,HOT0003,128,Suite,1,10000,15,Occupied
ROOM001242,HOT0121,949,Presidential,4,3500,4,Available
ROOM001243,HOT0232,371,Family,3,5000,6,Maintenance
ROOM001244,HOT0096,538,Deluxe,2,2500,10,Maintenance
ROOM001245,HOT0027,274,Deluxe,5,10000,4,Maintenance
ROOM001246,HOT0250,253,Suite,1,2500,5,Maintenance
ROOM001247,HOT0076,266,Standard,5,2500,6,Maintenance
ROOM001248,HOT0137,998,Suite,6,5000,2,Available
ROOM001249,HOT0121,884,Deluxe,2,15000,9,Available
ROOM001250,HOT0135,357,Presidential,5,5000,8,Available
ROOM001251,HOT0042,518,Family,2,7000,15,Available
ROOM001252,HOT0005,970,Deluxe,6,10000,10,Occupied
ROOM001253,HOT0015,549,Deluxe,6,10000,7,Maintenance
ROOM001254,HOT0061,436,Deluxe,6,15000,1,Available
ROOM001255,HOT0199,549,Executive,4,3500,9,Occupied
ROOM001256,HOT0116,839,Executive,6,3500,8,Occupied
ROOM001257,HOT0125,359,Executive,4,3500,14,Maintenance
ROOM001258,HOT0159,873,Deluxe,5,10000,2,Maintenance
ROOM001259,HOT0206,865,Suite,1,10000,11,Maintenance
ROOM001260,HOT0240,803,Family,3,10000,11,Occupied
ROOM001261,HOT0111,653,Deluxe,6,2500,6,Occupied
ROOM001262,HOT0139,851,Executive,2,15000,12,Available
ROOM001263,HOT0187,164,Standard,1,7000,7,Maintenance
ROOM001264,HOT0033,292,Presidential,3,15000,13,Occupied
ROOM001265,HOT0198,465,Executive,1,2500,7,Available
ROOM001266,HOT0215,465,,1,2500,7,Occupied
ROOM001267,HOT0221,600,Standard,5,15000,3,Maintenance
ROOM001268,HOT0214,105,Suite,2,5000,7,Available
ROOM001269,HOT0164,607,Deluxe,3,2500,3,Occupied
ROOM001270,HOT0113,786,Deluxe,2,5000,15,Occupied
ROOM001271,HOT0057,456,Deluxe,3,5000,14,Occupied
ROOM001272,HOT0178,147,Deluxe,1,2500,11,Available
ROOM001273,HOT0089,470,Standard,2,2500,10,Occupied
ROOM001274,HOT0085,222,Deluxe,2,2500,11,Occupied
ROOM001275,HOT0228,131,Family,6,3500,6,Maintenance
ROOM001276,HOT0089,365,Standard,1,2500,4,Occupied
ROOM001277,HOT0243,138,Deluxe,2,5000,5,Available
ROOM001278,HOT0116,948,Deluxe,2,15000,14,Maintenance
ROOM001279,HOT0051,529,Presidential,3,3500,12,Occupied
ROOM001280,HOT0135,251,Deluxe,6,7000,12,Available
ROOM001281,HOT0153,968,Suite,6,7000,7,Occupied
ROOM001282,HOT0203,483,Standard,5,7000,2,Occupied
ROOM001283,HOT0007,609,Standard,5,3500,10,Available
ROOM001284,HOT0096,612,Presidential,4,3500,5,Maintenance
ROOM001285,HOT0137,783,Suite,4,-10000,14,Maintenance
ROOM001286,HOT0191,913,Executive,6,5000,9,Maintenance
ROOM001287,HOT0223,219,Deluxe,5,2500,14,Available
ROOM001288,HOT0033,748,Family,2,3500,1,Occupied
ROOM001289,HOT0180,480,Standard,4,7000,6,Occupied
ROOM001290,HOT0060,732,Deluxe,2,10000,8,Occupied
ROOM001291,HOT0010,942,Standard,5,2500,8,Available
ROOM001292,HOT0213,434,Deluxe,1,5000,3,Available
ROOM001293,HOT0099,888,Family,2,3500,6,Occupied
ROOM001294,HOT0194,375,Presidential,4,10000,4,Available
ROOM001295,HOT0108,260,Suite,6,3500,6,Occupied
ROOM001296,HOT0094,978,Presidential,6,5000,4,Available
ROOM001297,HOT0223,843,Executive,6,10000,14,Available
ROOM001298,HOT0039,100,Standard,4,10000,8,Available
ROOM001299,HOT0158,451,Presidential,1,15000,11,Available
ROOM001300,HOT0157,768,,2,2500,7,Available
ROOM001301,HOT0042,728,Family,5,5000,5,Available
ROOM001302,HOT0076,847,Deluxe,1,3500,8,Maintenance
ROOM001303,HOT0043,986,Standard,1,3500,11,Maintenance
ROOM001304,HOT0021,923,Suite,6,5000,15,Occupied
ROOM001305,HOT0158,409,Presidential,2,3500,10,Available
ROOM001306,HOT0107,231,Suite,5,2500,9,Occupied
ROOM001307,HOT0174,696,Presidential,6,5000,13,Occupied
ROOM001308,HOT0184,315,Presidential,3,10000,5,Occupied
ROOM001309,HOT0044,388,Suite,2,2500,14,Available
ROOM001310,HOT0013,966,,2,3500,3,Occupied
ROOM001311,HOT0088,989,Executive,6,7000,8,Occupied
ROOM001312,HOT0065,925,Presidential,2,2500,10,Occupied
ROOM001313,HOT0027,135,Suite,2,2500,12,Available
ROOM001314,HOT0088,837,Family,2,7000,1,Available
ROOM001315,HOT0084,874,Presidential,3,10000,15,Maintenance
ROOM001316,HOT0196,596,Executive,4,5000,14,Occupied
ROOM001317,HOT0082,560,Family,4,3500,7,Occupied
ROOM001318,HOT0075,320,Family,4,7000,4,Occupied
ROOM001319,HOT0115,665,Deluxe,3,10000,2,Occupied
ROOM001320,HOT0025,889,Deluxe,5,15000,5,Maintenance
ROOM001321,HOT0114,285,Deluxe,4,15000,8,Occupied
ROOM001322,HOT0177,833,Presidential,5,3500,10,Occupied
ROOM001323,HOT0217,239,Presidential,6,3500,9,Occupied
ROOM001324,HOT0129,547,Standard,1,5000,8,Occupied
ROOM001325,HOT0079,240,Executive,4,3500,6,Available
ROOM001326,HOT0245,129,Deluxe,5,5000,5,Occupied
ROOM001327,HOT0217,115,Family,5,5000,15,Occupied
ROOM001328,HOT0043,811,Standard,5,5000,3,Maintenance
ROOM001329,HOT0051,384,Executive,5,5000,2,Maintenance
ROOM001330,HOT0156,670,Standard,3,10000,13,Occupied
ROOM001331,HOT0228,518,Deluxe,5,5000,5,Occupied
ROOM001332,HOT0063,308,Suite,6,7000,6,Available
ROOM001333,HOT0104,745,Presidential,1,3500,3,Maintenance
ROOM001334,HOT0187,277,Deluxe,1,15000,12,Available
ROOM001335,HOT0092,332,Executive,2,10000,7,Available
ROOM001336,HOT0078,409,Suite,3,3500,11,Maintenance
ROOM001337,HOT0246,818,Family,6,10000,13,Occupied
ROOM001338,HOT0085,860,Deluxe,6,2500,13,Maintenance
ROOM001339,HOT0113,107,Family,4,2500,10,Available
ROOM001340,HOT0025,741,Presidential,5,2500,1,Maintenance
ROOM001341,HOT0205,552,Standard,1,2500,15,Available
ROOM001342,HOT0095,415,Standard,4,5000,5,Occupied
ROOM001343,HOT0158,322,Deluxe,2,5000,15,Occupied
ROOM001344,HOT0201,131,Presidential,5,2500,14,Occupied
ROOM001345,HOT0104,889,Standard,3,15000,12,Maintenance
ROOM001346,HOT0110,698,,6,15000,7,Maintenance
ROOM001347,HOT0003,242,Family,3,15000,6,Occupied
ROOM001348,HOT0074,244,Family,4,7000,13,Maintenance
ROOM001349,HOT0105,752,Presidential,5,-7000,8,Occupied
ROOM001350,HOT0102,907,Suite,5,3500,5,Occupied
